Title,URL,date
ンワ～【 ぶいすぽ / 花芽すみれ 】,https://www.youtube.com/watch?v=BsmYhp0Nr3I,2023-06-28T14:57:51Z
【#SMRCUSTOM 】SUMIRE CUSTOM：PUBG 神視点！ﾄﾞﾘｬ【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=M4SDk49PRUg,2023-06-27T14:17:50Z
【#SMRCUSTOM 】チーム発表とルール説明するよ！！【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=6dl7dZ12MtQ,2023-06-25T11:56:48Z
ただいま～【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=rggyeAlmBlk,2023-06-24T13:18:35Z
🪐『惑星ループ』 - Cover 花芽すみれ,https://www.youtube.com/watch?v=FmI8_OK2npU,2023-06-19T13:00:07Z
【マイクラハードコア】死ねないらしい【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=e1s-3i3sX8w,2023-06-16T18:50:37Z
【BLUEPROTOCOL】一筋の光【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=zDZMvolfkps,2023-06-15T17:23:38Z
【Minecraft】でっかい水族館つくりたいな🎶【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=1RKNyJA1X8k,2023-06-11T12:04:49Z
【雑談】夜やんけ【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=kkiwke9fBe0,2023-06-10T21:06:14Z
【Minecraft】1.20アプデきた～考古学者になろう🔍✨【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=TFvJbcq6WC8,2023-06-08T17:32:06Z
【APEX】ブロンズの王になれ w/バニラ ととみ【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=RHv4X5jg3GA,2023-06-07T20:58:22Z
【最新版】#ぶいすぽ全員描けるかな ❓【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=5B2Ie3BH5cc,2023-06-04T19:40:15Z
【VALORANT】フルパコンペのお時間です 【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=HoPmprMnqRY,2023-06-02T18:52:14Z
【雑談】おはよう寝すぎた【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=KmcAUaBRYBE,2023-05-30T11:29:48Z
【50万人記念】初のASMR配信してみます！🧊【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=Bs5tlCPgmR0,2023-05-28T13:24:49Z
【VALORANT】バヨ【ぶいすぽ/花芽すみれ】,https://www.youtube.com/watch?v=SDNznRubiR0,2023-05-27T22:54:09Z
【APEX】脅威レベルイベントれっつごー！【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=xfuQI6fkcpk,2023-05-27T15:04:14Z
【Goose Goose Duck】ぶいすぽアヒル人狼 Guwawa！【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=wJLsYDaEG1k,2023-05-23T16:22:54Z
【VALORANT】すいません配信ありました フルパ【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=FWVjpPoOqfk,2023-05-22T18:29:39Z
【Minecraft】どーなつ屋さん作るのだ～！🍩【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=EBBPBPA9xis,2023-05-22T00:28:21Z
【Minecraft→APEX】Yo! ドーナツ屋、作るか。→APEXふるぱ【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=7peXqhEm0SY,2023-05-20T11:30:01Z
【雑談】お疲れさましよ～っ！→フルパバロ【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=oG6K2Rm5jQY,2023-05-13T20:30:22Z
#花芽すみれ3D うおおおおお！！【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=g-bN6gisi3g,2023-05-12T12:42:03Z
よす【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=igWt83SFXJ4,2023-05-08T14:35:56Z
【VALORANT】ぶいすぽフルプァ【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=iw2ufjmg0yg,2023-05-07T12:24:59Z
昼やんけ❕【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=zXZW9ZhY70E,2023-05-06T11:42:10Z
【APEX】にゃほ～ with らむね せな【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=TlNzWbXdJ7c,2023-05-04T14:32:14Z
【VALORANT】ふるぱばろする？【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=ntaqvL-eSUg,2023-05-02T16:30:32Z
なにする？【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=tLPXJoztpPk,2023-04-29T20:07:45Z
【RUST】帰ってきたでょ～【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=UF1bgUItpaY,2023-04-27T14:49:33Z
おっとっと言えた～,https://www.youtube.com/watch?v=UXjw0yciHIs,2023-04-26T09:12:18Z
【RUST】すみれは起き上がった【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=xYJDl7GtX1w,2023-04-22T22:04:52Z
【RUST】文明開化の音がする【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=K9no2ZtKGUc,2023-04-21T00:56:31Z
【RUST】クラメンが増えた🤭 後は食料と武器【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=9LwObCDoQ5w,2023-04-19T19:48:59Z
【RUST】仲間と強い武器を求めて【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=GV7EqMr5zIs,2023-04-18T16:43:45Z
【RUST】スト鯖が帰ってきたらしい【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=DQyh3OUQ7yM,2023-04-17T20:24:05Z
おつかれさま～【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=mxjhlAfLoPw,2023-04-16T19:19:16Z
【APEX】V最協  悔し涙じゃなくて嬉し涙を#EMAWIN【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=ASdYJOpvq2w,2023-04-15T16:30:10Z
【APEX】V最協カスタム最終日  本番笑顔で終われるように【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=T3zQqFp5KNM,2023-04-13T14:39:56Z
【APEX】V最協カスタム チャンピオン取りたい👑【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=bHlrZkAOR3E,2023-04-12T16:22:14Z
nyoki-nyoki,https://www.youtube.com/watch?v=sctWCQ5u9wE,2023-04-12T09:08:22Z
【APEX】えぺぺ～ ❕→ V最協カスタム【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=Gxo8n16LcFI,2023-04-11T17:13:28Z
【APEX】V最協カスタム2日目。バンガかな？レイスかな？【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=EtNFFSP_vR4,2023-04-10T17:06:20Z
【APEX】”はじまりの日”  V最カスタム開始！【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=V8ekWdfpNZE,2023-04-09T15:04:57Z
【APEX】れんしう～ ❕【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=mcBTiXnkINA,2023-04-07T17:25:30Z
【#花芽すみれ新衣装】お待たせしすぎました💤 新OPもお披露目！【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=klgTKbNlipQ,2023-04-06T15:40:04Z
ゆる～り新OP  |  げむげむ☆おーばー【 花芽すみれ 】,https://www.youtube.com/watch?v=Qf0eZH0mzhg,2023-04-06T15:30:08Z
【お絵描き心理テスト】本性が出ちゃう？！？！😅【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=qZdFnrcxOyc,2023-04-04T15:50:58Z
【APEX】チム練いくよん【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=UpR8ikwDSyc,2023-04-03T16:57:29Z
【#花芽すみれ誕生日】今年も誕生日だ～～～～！！✨告知いっぱい【 ぶいすぽ 】,https://www.youtube.com/watch?v=_d0AHBgkgks,2023-04-02T16:59:35Z
ンワ～【 ぶいすぽ / 花芽すみれ 】,https://www.youtube.com/watch?v=BsmYhp0Nr3I,2023-06-28T14:57:51Z
【#SMRCUSTOM 】SUMIRE CUSTOM：PUBG 神視点！ﾄﾞﾘｬ【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=M4SDk49PRUg,2023-06-27T14:17:50Z
【#SMRCUSTOM 】チーム発表とルール説明するよ！！【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=6dl7dZ12MtQ,2023-06-25T11:56:48Z
ただいま～【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=rggyeAlmBlk,2023-06-24T13:18:35Z
🪐『惑星ループ』 - Cover 花芽すみれ,https://www.youtube.com/watch?v=FmI8_OK2npU,2023-06-19T13:00:07Z
【マイクラハードコア】死ねないらしい【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=e1s-3i3sX8w,2023-06-16T18:50:37Z
【BLUEPROTOCOL】一筋の光【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=zDZMvolfkps,2023-06-15T17:23:38Z
【Minecraft】でっかい水族館つくりたいな🎶【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=1RKNyJA1X8k,2023-06-11T12:04:49Z
【雑談】夜やんけ【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=kkiwke9fBe0,2023-06-10T21:06:14Z
【Minecraft】1.20アプデきた～考古学者になろう🔍✨【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=TFvJbcq6WC8,2023-06-08T17:32:06Z
【APEX】ブロンズの王になれ w/バニラ ととみ【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=RHv4X5jg3GA,2023-06-07T20:58:22Z
【最新版】#ぶいすぽ全員描けるかな ❓【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=5B2Ie3BH5cc,2023-06-04T19:40:15Z
【VALORANT】フルパコンペのお時間です 【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=HoPmprMnqRY,2023-06-02T18:52:14Z
【雑談】おはよう寝すぎた【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=KmcAUaBRYBE,2023-05-30T11:29:48Z
【50万人記念】初のASMR配信してみます！🧊【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=Bs5tlCPgmR0,2023-05-28T13:24:49Z
【VALORANT】バヨ【ぶいすぽ/花芽すみれ】,https://www.youtube.com/watch?v=SDNznRubiR0,2023-05-27T22:54:09Z
【APEX】脅威レベルイベントれっつごー！【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=xfuQI6fkcpk,2023-05-27T15:04:14Z
【Goose Goose Duck】ぶいすぽアヒル人狼 Guwawa！【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=wJLsYDaEG1k,2023-05-23T16:22:54Z
【VALORANT】すいません配信ありました フルパ【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=FWVjpPoOqfk,2023-05-22T18:29:39Z
【Minecraft】どーなつ屋さん作るのだ～！🍩【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=EBBPBPA9xis,2023-05-22T00:28:21Z
【Minecraft→APEX】Yo! ドーナツ屋、作るか。→APEXふるぱ【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=7peXqhEm0SY,2023-05-20T11:30:01Z
【雑談】お疲れさましよ～っ！→フルパバロ【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=oG6K2Rm5jQY,2023-05-13T20:30:22Z
#花芽すみれ3D うおおおおお！！【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=g-bN6gisi3g,2023-05-12T12:42:03Z
よす【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=igWt83SFXJ4,2023-05-08T14:35:56Z
【VALORANT】ぶいすぽフルプァ【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=iw2ufjmg0yg,2023-05-07T12:24:59Z
昼やんけ❕【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=zXZW9ZhY70E,2023-05-06T11:42:10Z
【APEX】にゃほ～ with らむね せな【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=TlNzWbXdJ7c,2023-05-04T14:32:14Z
【VALORANT】ふるぱばろする？【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=ntaqvL-eSUg,2023-05-02T16:30:32Z
なにする？【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=tLPXJoztpPk,2023-04-29T20:07:45Z
【RUST】帰ってきたでょ～【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=UF1bgUItpaY,2023-04-27T14:49:33Z
おっとっと言えた～,https://www.youtube.com/watch?v=UXjw0yciHIs,2023-04-26T09:12:18Z
【RUST】すみれは起き上がった【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=xYJDl7GtX1w,2023-04-22T22:04:52Z
【RUST】文明開化の音がする【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=K9no2ZtKGUc,2023-04-21T00:56:31Z
【RUST】クラメンが増えた🤭 後は食料と武器【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=9LwObCDoQ5w,2023-04-19T19:48:59Z
【RUST】仲間と強い武器を求めて【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=GV7EqMr5zIs,2023-04-18T16:43:45Z
【RUST】スト鯖が帰ってきたらしい【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=DQyh3OUQ7yM,2023-04-17T20:24:05Z
おつかれさま～【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=mxjhlAfLoPw,2023-04-16T19:19:16Z
【APEX】V最協  悔し涙じゃなくて嬉し涙を#EMAWIN【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=ASdYJOpvq2w,2023-04-15T16:30:10Z
【APEX】V最協カスタム最終日  本番笑顔で終われるように【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=T3zQqFp5KNM,2023-04-13T14:39:56Z
【APEX】V最協カスタム チャンピオン取りたい👑【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=bHlrZkAOR3E,2023-04-12T16:22:14Z
nyoki-nyoki,https://www.youtube.com/watch?v=sctWCQ5u9wE,2023-04-12T09:08:22Z
【APEX】えぺぺ～ ❕→ V最協カスタム【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=Gxo8n16LcFI,2023-04-11T17:13:28Z
【APEX】V最協カスタム2日目。バンガかな？レイスかな？【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=EtNFFSP_vR4,2023-04-10T17:06:20Z
【APEX】”はじまりの日”  V最カスタム開始！【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=V8ekWdfpNZE,2023-04-09T15:04:57Z
【APEX】れんしう～ ❕【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=mcBTiXnkINA,2023-04-07T17:25:30Z
【#花芽すみれ新衣装】お待たせしすぎました💤 新OPもお披露目！【 ぶいすぽ  / 花芽すみれ 】,https://www.youtube.com/watch?v=klgTKbNlipQ,2023-04-06T15:40:04Z
ゆる～り新OP  |  げむげむ☆おーばー【 花芽すみれ 】,https://www.youtube.com/watch?v=Qf0eZH0mzhg,2023-04-06T15:30:08Z
【お絵描き心理テスト】本性が出ちゃう？！？！😅【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=qZdFnrcxOyc,2023-04-04T15:50:58Z
【APEX】チム練いくよん【 ぶいすぽ / 花芽すみれ】,https://www.youtube.com/watch?v=UpR8ikwDSyc,2023-04-03T16:57:29Z
